Date,close,ticker,name,category,indexed
2022-02-08,139.27032470703125,JPM,JPMorgan Chase,traditional_bank,162.85876531336442
2022-02-09,139.85081481933594,JPM,JPMorgan Chase,traditional_bank,163.53757397677083
2022-02-10,139.27032470703125,JPM,JPMorgan Chase,traditional_bank,162.85876531336442
2022-02-11,137.4574432373047,JPM,JPMorgan Chase,traditional_bank,160.7388331710346
2022-02-14,136.18040466308594,JPM,JPMorgan Chase,traditional_bank,159.2455005038472
2022-02-15,138.17190551757812,JPM,JPMorgan Chase,traditional_bank,161.5743050856228
2022-02-16,138.42193603515625,JPM,JPMorgan Chase,traditional_bank,161.86668367717914
2022-02-17,135.23379516601562,JPM,JPMorgan Chase,traditional_bank,158.13856222212013
2022-02-18,135.8678436279297,JPM,JPMorgan Chase,traditional_bank,158.88000049960945
2022-02-22,135.626708984375,JPM,JPMorgan Chase,traditional_bank,158.59802449067715
2022-02-23,132.78683471679688,JPM,JPMorgan Chase,traditional_bank,155.27715611591117
2022-02-24,129.0896453857422,JPM,JPMorgan Chase,traditional_bank,150.9537678359461
2022-02-25,132.14382934570312,JPM,JPMorgan Chase,traditional_bank,154.52524388301822
2022-02-28,126.63373565673828,JPM,JPMorgan Chase,traditional_bank,148.081896695931
2022-03-01,121.8559799194336,JPM,JPMorgan Chase,traditional_bank,142.49492472625192
2022-03-02,124.38327026367188,JPM,JPMorgan Chase,traditional_bank,145.45026633198782
2022-03-03,123.49918365478516,JPM,JPMorgan Chase,traditional_bank,144.41644054134468
2022-03-04,120.02523040771484,JPM,JPMorgan Chase,traditional_bank,140.3540982026996
2022-03-07,115.39032745361328,JPM,JPMorgan Chase,traditional_bank,134.93417422363143
2022-03-08,114.57765197753906,JPM,JPMorgan Chase,traditional_bank,133.98385458509887
2022-03-09,119.16788482666016,JPM,JPMorgan Chase,traditional_bank,139.3515426111107
2022-03-10,117.75689697265625,JPM,JPMorgan Chase,traditional_bank,137.70157345753387
2022-03-11,115.10454559326172,JPM,JPMorgan Chase,traditional_bank,134.59998902643514
2022-03-14,116.24765014648438,JPM,JPMorgan Chase,traditional_bank,135.93670305042798
2022-03-15,118.3105697631836,JPM,JPMorgan Chase,traditional_bank,138.34902270591158
2022-03-16,123.59737396240234,JPM,JPMorgan Chase,traditional_bank,144.5312615004967
2022-03-17,125.16023254394531,JPM,JPMorgan Chase,traditional_bank,146.35882397286764
2022-03-18,125.11556243896484,JPM,JPMorgan Chase,traditional_bank,146.3065880198113
2022-03-21,124.71367645263672,JPM,JPMorgan Chase,traditional_bank,145.83663395265575
2022-03-22,127.36600494384766,JPM,JPMorgan Chase,traditional_bank,148.93819161896215
2022-03-23,124.82982635498047,JPM,JPMorgan Chase,traditional_bank,145.97245635219969
2022-03-24,125.64250183105469,JPM,JPMorgan Chase,traditional_bank,146.92277599073225
2022-03-25,126.74088287353516,JPM,JPMorgan Chase,traditional_bank,148.20719161048663
2022-03-28,125.80321502685547,JPM,JPMorgan Chase,traditional_bank,147.11070944096824
2022-03-29,126.08004760742188,JPM,JPMorgan Chase,traditional_bank,147.43442960435837
2022-03-30,125.50852966308594,JPM,JPMorgan Chase,traditional_bank,146.76611273955046
2022-03-31,121.73987579345703,JPM,JPMorgan Chase,traditional_bank,142.3591558562927
2022-04-01,120.83790588378906,JPM,JPMorgan Chase,traditional_bank,141.30441784123215
2022-04-04,121.37372589111328,JPM,JPMorgan Chase,traditional_bank,141.93099055158223
2022-04-05,119.96122741699219,JPM,JPMorgan Chase,traditional_bank,140.27925492171076
2022-04-06,118.29689025878906,JPM,JPMorgan Chase,traditional_bank,138.33302628168784
2022-04-07,117.93700408935547,JPM,JPMorgan Chase,traditional_bank,137.91218560848193
2022-04-08,120.0962142944336,JPM,JPMorgan Chase,traditional_bank,140.43710474535308
2022-04-11,119.6553726196289,JPM,JPMorgan Chase,traditional_bank,139.92159700162952
2022-04-12,118.34184265136719,JPM,JPMorgan Chase,traditional_bank,138.38559233384976
2022-04-13,114.52728271484375,JPM,JPMorgan Chase,traditional_bank,133.9249541987491
2022-04-14,113.46569061279297,JPM,JPMorgan Chase,traditional_bank,132.6835585218876
2022-04-18,115.57089233398438,JPM,JPMorgan Chase,traditional_bank,135.14532167042637
2022-04-19,117.96399688720703,JPM,JPMorgan Chase,traditional_bank,137.94375022025193
2022-04-20,118.3778305053711,JPM,JPMorgan Chase,traditional_bank,138.42767550901058
2022-04-21,117.46019744873047,JPM,JPMorgan Chase,traditional_bank,137.3546214543899
2022-04-22,114.0864486694336,JPM,JPMorgan Chase,traditional_bank,133.40945537662301
2022-04-25,114.05046081542969,JPM,JPMorgan Chase,traditional_bank,133.36737220146216
2022-04-26,110.67670440673828,JPM,JPMorgan Chase,traditional_bank,129.42219720209783
2022-04-27,109.23725891113281,JPM,JPMorgan Chase,traditional_bank,127.73895049004105
2022-04-28,110.964599609375,JPM,JPMorgan Chase,traditional_bank,129.75885368178714
2022-04-29,107.38394165039062,JPM,JPMorgan Chase,traditional_bank,125.57173388123837
2022-05-02,108.36457061767578,JPM,JPMorgan Chase,traditional_bank,126.7184535659848
2022-05-03,110.68571472167969,JPM,JPMorgan Chase,traditional_bank,129.43273360868358
2022-05-04,114.34734344482422,JPM,JPMorgan Chase,traditional_bank,133.7145383229449
2022-05-05,111.48641204833984,JPM,JPMorgan Chase,traditional_bank,130.36904633922322
2022-05-06,111.30647277832031,JPM,JPMorgan Chase,traditional_bank,130.158630463419
2022-05-09,109.63310241699219,JPM,JPMorgan Chase,traditional_bank,128.201838652018
2022-05-10,106.96111297607422,JPM,JPMorgan Chase,traditional_bank,125.07729002908887
2022-05-11,106.28634643554688,JPM,JPMorgan Chase,traditional_bank,124.2882371860211
2022-05-12,106.1963882446289,JPM,JPMorgan Chase,traditional_bank,124.18304263051516
2022-05-13,107.14102935791016,JPM,JPMorgan Chase,traditional_bank,125.28767914010075
2022-05-16,106.3943099975586,JPM,JPMorgan Chase,traditional_bank,124.41448671150364
2022-05-17,109.9209976196289,JPM,JPMorgan Chase,traditional_bank,128.53849513170732
